ensembl_gene_id	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06
ENSG00000268823	0	0	0	0	0	0
ENSG00000268830	0	0	0	0	0	0
ENSG00000268833	0	0	1	0	0	0
ENSG00000268834	0	0	0	0	0	0
ENSG00000268836	1	1	0	1	0	4
ENSG00000268839	0	0	0	0	0	0
ENSG00000268842	0	0	0	0	0	0
ENSG00000268845	0	0	0	0	0	0
ENSG00000268847	0	0	0	0	0	0
ENSG00000268849	4	3	0	27	6	9
ENSG00000268854	0	0	0	0	0	0
ENSG00000268858	115	120	65	164	96	157
ENSG00000268861	0	0	0	0	0	0
ENSG00000268864	0	0	0	0	0	0
ENSG00000268866	0	0	0	0	0	0
ENSG00000268869	0	0	0	0	0	1
ENSG00000268870	0	0	0	0	0	0
ENSG00000268873	0	2	0	1	0	0
ENSG00000268879	0	0	0	0	0	0
ENSG00000268883	0	0	0	0	0	0
ENSG00000268884	1	2	4	2	12	4
ENSG00000268886	0	0	0	0	0	0
ENSG00000268889	0	0	0	0	0	0
ENSG00000268892	0	0	0	0	0	0
ENSG00000268894	0	1	0	2	0	1
ENSG00000268895	218	319	163	317	195	265
ENSG00000268896	0	0	0	0	0	0
ENSG00000268902	0	0	0	0	0	0
ENSG00000268903	0	0	0	0	0	0
ENSG00000268906	0	0	0	0	0	0
ENSG00000268908	0	0	0	0	0	0
ENSG00000268912	18	25	28	11	18	13
ENSG00000268916	0	0	0	0	0	0
ENSG00000268922	0	0	0	0	0	0
ENSG00000268926	0	1	1	1	0	0
ENSG00000268931	0	0	0	0	0	0
ENSG00000268938	0	0	0	0	0	0
ENSG00000268940	0	0	0	0	0	0
ENSG00000268941	8	7	7	34	12	16
ENSG00000268942	25	79	11	32	22	83
ENSG00000268945	3	2	0	1	1	5
ENSG00000268947	0	0	0	1	0	0
ENSG00000268949	0	0	0	0	0	0
ENSG00000268951	0	0	0	0	0	0
ENSG00000268955	0	0	0	0	0	0
ENSG00000268957	0	0	0	0	0	0
ENSG00000268964	3	0	0	0	0	0
ENSG00000268967	0	0	0	0	0	0
ENSG00000268970	0	0	0	0	0	0
ENSG00000268975	0	0	0	0	0	0
ENSG00000268981	0	0	0	0	0	0
ENSG00000268983	0	0	0	0	0	0
ENSG00000268985	0	0	0	0	0	0
ENSG00000268987	0	0	0	0	0	0
ENSG00000268988	0	0	0	0	0	0
ENSG00000268992	0	0	0	0	0	1
ENSG00000268993	0	0	0	0	0	0
ENSG00000268994	0	0	0	0	0	0
ENSG00000268995	0	0	0	0	0	0
ENSG00000268996	32	33	16	29	21	46
ENSG00000268997	0	0	0	0	0	0
ENSG00000269001	37	39	69	68	32	31
ENSG00000269009	0	0	0	0	0	0
ENSG00000269012	3	0	0	1	0	0
ENSG00000269014	0	0	0	0	0	0
ENSG00000269019	7	18	16	29	8	12
ENSG00000269021	0	0	0	0	0	0
ENSG00000269025	0	0	0	0	0	0
ENSG00000269026	0	0	0	0	0	0
ENSG00000269028	24	27	22	19	22	19
ENSG00000269032	0	0	0	0	0	0
ENSG00000269035	0	0	0	0	0	0
ENSG00000269037	0	0	0	0	0	0
ENSG00000269038	1	4	4	4	1	3
ENSG00000269040	0	0	0	0	0	0
ENSG00000269043	0	0	0	0	0	0
ENSG00000269044	19	18	19	43	20	31
ENSG00000269050	0	0	0	0	0	0
ENSG00000269053	0	0	0	0	0	0
ENSG00000269054	0	4	1	0	3	0
ENSG00000269055	0	0	0	0	0	0
ENSG00000269058	0	0	0	0	0	0
ENSG00000269066	0	0	0	0	0	0
ENSG00000269067	0	0	0	0	0	0
ENSG00000269068	0	2	0	0	0	0
ENSG00000269069	5	5	15	15	9	3
ENSG00000269072	0	0	0	0	0	1
ENSG00000269082	0	0	0	0	0	0
ENSG00000269085	1	0	0	0	0	0
ENSG00000269086	0	0	0	0	0	1
ENSG00000269091	0	0	0	0	0	0
ENSG00000269095	0	0	0	0	0	0
ENSG00000269096	0	0	0	0	0	0
ENSG00000269097	0	0	0	0	0	0
ENSG00000269099	1	0	0	1	0	0
ENSG00000269102	1	0	0	0	0	0
ENSG00000269103	0	0	0	0	0	0
ENSG00000269106	0	2	0	1	0	1
ENSG00000269107	0	0	0	0	0	0
ENSG00000269110	0	0	0	0	0	0
ENSG00000269113	0	0	0	0	0	0
ENSG00000269118	0	0	0	0	0	0
ENSG00000269119	1	3	3	4	2	3
ENSG00000269124	0	0	0	0	0	0
ENSG00000269125	1	2	0	0	4	0
ENSG00000269130	0	0	0	0	0	0
ENSG00000269136	0	0	0	0	0	0
ENSG00000269138	0	0	0	0	0	0
ENSG00000269139	0	0	0	0	1	1
ENSG00000269145	0	0	0	0	1	0
ENSG00000269148	0	0	0	0	0	0
ENSG00000269151	0	0	0	0	0	0
ENSG00000269153	47	54	18	81	40	96
ENSG00000269154	0	0	0	0	0	0
ENSG00000269155	0	0	1	1	1	0
ENSG00000269161	0	0	0	0	0	0
ENSG00000269172	0	0	0	0	0	0
ENSG00000269176	13	13	2	10	5	18
ENSG00000269177	0	0	0	0	0	0
ENSG00000269179	0	0	0	0	0	0
ENSG00000269181	0	0	0	0	0	0
ENSG00000269186	0	0	0	0	0	0
ENSG00000269188	0	0	0	0	1	0
ENSG00000269189	0	0	0	0	0	0
ENSG00000269190	178	189	181	286	225	287
ENSG00000269191	0	0	0	0	0	0
ENSG00000269194	0	0	0	1	0	0
ENSG00000269210	0	0	0	0	0	0
ENSG00000269220	0	0	0	0	0	0
ENSG00000269226	0	0	5	0	0	0
ENSG00000269228	1	1	1	0	1	2
ENSG00000269235	0	0	0	2	2	5
ENSG00000269236	0	0	0	0	0	0
ENSG00000269237	0	0	0	0	0	0
ENSG00000269242	0	2	1	4	4	3
ENSG00000269243	0	0	1	0	0	1
ENSG00000269244	0	0	0	0	0	0
ENSG00000269246	2	0	0	1	1	0
ENSG00000269253	0	0	1	0	0	0
ENSG00000269256	0	0	0	1	0	0
ENSG00000269266	0	0	0	0	0	0
ENSG00000269271	0	0	0	0	0	0
ENSG00000269274	0	0	0	0	0	0
ENSG00000269275	1	0	0	0	0	1
ENSG00000269281	0	0	0	0	0	0
ENSG00000269288	0	0	0	0	0	0
ENSG00000269289	1	2	0	9	5	11
ENSG00000269292	3	1	0	1	1	0
ENSG00000269293	56	76	51	66	34	66
ENSG00000269296	0	0	0	0	0	0
ENSG00000269300	0	0	0	0	0	0
ENSG00000269303	0	0	0	0	0	0
ENSG00000269304	10	13	19	72	41	27
ENSG00000269307	0	0	0	0	0	0
ENSG00000269313	18	21	5	24	13	34
ENSG00000269316	0	0	0	0	0	0
ENSG00000269318	2	3	1	6	0	4
ENSG00000269320	0	0	0	0	0	0
ENSG00000269321	0	0	0	0	0	0
ENSG00000269332	0	0	0	0	0	0
ENSG00000269335	53	124	73	196	110	177
ENSG00000269343	56	49	103	33	26	34
ENSG00000269345	0	0	0	0	0	0
ENSG00000269349	0	0	0	0	0	0
ENSG00000269350	0	0	0	0	0	0
ENSG00000269352	27	24	30	92	45	58
ENSG00000269353	0	0	0	0	0	0
ENSG00000269354	0	0	0	0	0	0
ENSG00000269356	0	1	0	0	0	0
ENSG00000269364	0	0	0	0	0	0
ENSG00000269365	0	0	0	0	0	0
ENSG00000269371	0	0	0	0	0	0
ENSG00000269373	0	0	0	0	0	0
ENSG00000269374	257	239	194	280	173	225
ENSG00000269376	0	0	0	0	0	0
ENSG00000269378	2406	2456	2689	4135	2564	3211
ENSG00000269383	0	0	0	0	0	0
ENSG00000269385	0	0	0	0	0	0
ENSG00000269386	19	31	5	29	15	43
ENSG00000269387	0	0	0	0	0	0
ENSG00000269388	1	1	4	4	1	0
ENSG00000269391	0	0	0	0	0	0
ENSG00000269392	0	0	0	1	0	1
ENSG00000269397	0	0	5	9	9	5
ENSG00000269399	2	0	1	0	1	0
ENSG00000269400	0	0	0	0	0	0
ENSG00000269403	0	0	0	0	0	0
ENSG00000269404	0	0	0	0	0	0
ENSG00000269405	0	0	0	0	0	0
ENSG00000269416	17	19	20	197	96	174
ENSG00000269419	0	0	0	0	0	0
ENSG00000269420	0	0	0	0	0	0
ENSG00000269421	0	0	3	0	1	0
ENSG00000269425	0	0	0	2	1	0
ENSG00000269427	0	0	0	0	0	0
ENSG00000269431	0	0	0	0	0	0
ENSG00000269433	0	0	0	0	0	0
ENSG00000269437	0	0	0	0	0	0
ENSG00000269439	29	25	11	27	21	29
ENSG00000269444	0	0	0	0	0	0
ENSG00000269445	0	0	0	0	0	0
ENSG00000269446	0	0	0	0	0	0
ENSG00000269458	1	0	0	0	0	0
ENSG00000269460	0	0	0	0	0	0
ENSG00000269463	0	0	0	0	0	0
ENSG00000269466	0	0	0	0	0	0
ENSG00000269469	0	0	0	0	0	0
ENSG00000269471	0	1	1	2	0	2
ENSG00000269473	1	4	2	13	6	5
ENSG00000269475	0	0	0	0	0	0
ENSG00000269476	0	0	0	0	0	0
ENSG00000269480	0	0	0	0	0	0
ENSG00000269481	0	0	0	0	0	0
ENSG00000269482	0	0	0	3	0	0
ENSG00000269483	0	0	0	0	0	0
ENSG00000269486	1	7	1	5	5	11
ENSG00000269487	0	0	0	0	0	0
ENSG00000269489	0	0	0	0	0	0
ENSG00000269495	0	0	0	0	0	0
ENSG00000269502	0	0	0	0	0	0
ENSG00000269504	0	0	0	0	0	0
ENSG00000269505	0	0	0	0	0	0
ENSG00000269506	0	0	0	0	0	0
ENSG00000269509	0	0	0	0	0	0
ENSG00000269514	0	0	0	0	0	0
ENSG00000269516	0	1	0	0	0	0
ENSG00000269519	0	0	0	0	0	0
ENSG00000269524	0	0	2	0	0	0
ENSG00000269526	0	0	0	0	0	0
ENSG00000269533	1	3	0	1	3	4
ENSG00000269534	0	0	0	0	0	0
ENSG00000269535	0	0	0	0	0	1
ENSG00000269540	0	0	0	0	0	0
ENSG00000269543	0	0	0	0	0	0
ENSG00000269546	1	3	2	1	1	1
ENSG00000269547	0	0	0	0	0	0
ENSG00000269552	0	0	0	0	0	0
ENSG00000269553	0	0	0	0	0	0
ENSG00000269556	77	105	102	190	78	125
ENSG00000269559	2	0	1	2	0	3
ENSG00000269560	0	0	0	0	0	0
ENSG00000269564	0	0	0	0	0	0
ENSG00000269565	0	0	0	0	0	0
ENSG00000269570	0	0	0	0	0	0
ENSG00000269575	0	0	0	0	0	0
ENSG00000269576	0	0	0	0	0	0
ENSG00000269578	0	0	0	0	0	0
ENSG00000269580	0	0	0	1	0	0
ENSG00000269583	1	0	1	2	0	0
ENSG00000269584	0	4	0	0	0	0
ENSG00000269586	0	0	0	0	0	0
ENSG00000269588	0	0	0	0	0	0
ENSG00000269590	0	0	0	0	0	0
ENSG00000269599	0	0	0	0	0	0
ENSG00000269600	0	0	0	0	0	0
ENSG00000269604	0	0	0	0	1	0
ENSG00000269608	1	3	0	1	4	3
ENSG00000269609	28	39	12	20	12	19
ENSG00000269615	0	0	0	0	0	0
ENSG00000269621	0	0	0	0	0	0
ENSG00000269622	0	0	0	0	0	0
ENSG00000269635	0	1	0	0	0	0
ENSG00000269637	1	0	0	1	0	0
ENSG00000269646	0	4	4	0	0	3
ENSG00000269651	0	0	0	1	0	0
ENSG00000269652	0	0	0	0	0	0
ENSG00000269653	1	0	0	1	0	0
ENSG00000269656	0	0	0	0	0	0
ENSG00000269662	0	0	0	0	0	0
ENSG00000269667	0	0	0	0	0	0
ENSG00000269678	0	0	0	0	0	0
ENSG00000269680	0	0	0	0	0	0
ENSG00000269681	0	0	0	0	0	0
ENSG00000269688	4	3	1	3	1	4
ENSG00000269692	0	0	0	0	0	0
ENSG00000269693	0	0	0	0	0	0
ENSG00000269694	0	0	0	0	0	0
ENSG00000269696	0	3	1	1	0	4
ENSG00000269699	0	0	0	0	1	0
ENSG00000269706	0	3	2	0	2	0
ENSG00000269707	0	0	0	1	0	0
ENSG00000269711	0	0	0	0	0	0
ENSG00000269713	202	194	162	430	205	391
ENSG00000269720	0	0	0	0	0	0
ENSG00000269729	0	0	0	0	0	1
ENSG00000269732	0	0	0	0	0	0
ENSG00000269736	0	0	0	0	0	0
ENSG00000269737	0	0	0	2	0	1
ENSG00000269741	0	0	0	0	0	0
ENSG00000269742	0	0	0	0	0	0
ENSG00000269743	29	41	29	25	29	30
ENSG00000269745	0	0	0	0	0	0
ENSG00000269749	0	0	0	0	0	0
ENSG00000269752	0	0	0	0	0	0
ENSG00000269755	0	0	0	0	1	0
ENSG00000269758	0	0	0	1	0	0
ENSG00000269761	0	0	0	0	0	0
ENSG00000269763	0	0	0	0	0	0
ENSG00000269765	3	5	11	24	24	14
ENSG00000269776	0	0	0	0	0	0
ENSG00000269779	0	0	0	0	0	0
ENSG00000269782	0	0	0	0	0	0
ENSG00000269786	0	0	0	0	0	0
ENSG00000269787	0	0	0	0	0	0
ENSG00000269791	0	0	0	0	0	0
ENSG00000269792	0	0	0	0	0	0
ENSG00000269793	0	0	0	0	0	0
ENSG00000269794	0	0	0	0	0	0
ENSG00000269796	0	0	0	0	0	0
ENSG00000269799	0	0	0	0	0	0
ENSG00000269800	4	5	8	3	5	4
ENSG00000269802	0	0	0	0	0	0
ENSG00000269806	0	0	0	0	0	0
ENSG00000269807	0	0	0	0	0	0
ENSG00000269811	0	0	0	0	0	0
ENSG00000269813	0	0	0	0	0	0
ENSG00000269815	1	0	0	0	0	0
ENSG00000269821	85	64	45	62	28	32
ENSG00000269825	25	18	55	54	45	46
ENSG00000269826	0	0	0	0	1	1
ENSG00000269833	0	0	0	0	0	0
ENSG00000269834	64	41	57	50	35	40
ENSG00000269836	0	0	0	0	0	0
ENSG00000269837	12	12	17	52	42	32
ENSG00000269839	0	0	0	0	0	0
ENSG00000269842	0	0	0	0	0	0
ENSG00000269843	0	0	0	0	0	0
ENSG00000269845	3	0	0	0	4	0
ENSG00000269846	0	0	0	1	0	0
ENSG00000269848	0	0	0	0	0	0
ENSG00000269855	0	0	1	3	0	1
ENSG00000269858	26	23	44	52	29	18
ENSG00000269859	0	0	0	1	0	0
ENSG00000269867	0	0	0	0	0	0
ENSG00000269873	0	0	0	0	0	0
ENSG00000269877	0	0	0	0	0	0
ENSG00000269883	0	0	0	1	0	1
ENSG00000269885	0	0	0	0	0	0
ENSG00000269886	0	0	0	1	1	0
ENSG00000269887	3	0	6	0	2	0
ENSG00000269888	0	0	0	0	0	0
ENSG00000269889	0	0	0	0	1	0
ENSG00000269891	0	0	0	0	0	0
ENSG00000269892	5	0	6	4	0	0
ENSG00000269893	282	345	371	679	458	708
ENSG00000269894	0	1	0	0	1	0
ENSG00000269895	3	0	0	2	0	1
ENSG00000269896	11	16	5	12	6	5
ENSG00000269897	0	0	0	0	0	0
ENSG00000269898	0	0	0	0	0	0
ENSG00000269899	5	7	7	12	5	0
ENSG00000269900	0	0	0	0	0	0
ENSG00000269901	0	0	0	0	0	0
ENSG00000269902	1	0	0	0	2	4
ENSG00000269903	0	0	0	0	0	0
ENSG00000269904	10	7	11	8	9	7
ENSG00000269906	2	5	3	6	9	5
ENSG00000269907	0	0	0	1	0	1
ENSG00000269910	0	1	2	0	0	7
ENSG00000269911	0	0	0	0	0	0
ENSG00000269915	0	0	0	0	0	0
ENSG00000269918	3	12	6	12	19	11
ENSG00000269919	1	0	0	0	0	2
ENSG00000269921	2	0	4	1	2	6
ENSG00000269924	0	0	0	1	0	0
ENSG00000269925	1	3	0	3	1	3
ENSG00000269926	0	0	0	0	0	0
ENSG00000269927	6	11	2	0	4	6
ENSG00000269929	29	23	26	29	27	24
ENSG00000269930	0	0	0	0	0	0
ENSG00000269931	0	0	0	0	0	0
ENSG00000269933	0	0	0	0	0	0
ENSG00000269934	11	12	7	3	3	2
ENSG00000269935	0	0	0	0	0	0
ENSG00000269937	1	6	0	3	8	0
ENSG00000269938	1	0	2	0	0	0
ENSG00000269939	2	0	0	0	1	0
ENSG00000269940	34	37	61	102	70	59
ENSG00000269944	1	1	0	0	0	1
ENSG00000269945	0	0	0	0	1	0
ENSG00000269947	9	1	9	3	0	2
ENSG00000269949	0	1	0	3	0	0
ENSG00000269950	0	0	0	0	0	0
ENSG00000269951	2	0	1	3	0	0
ENSG00000269952	0	1	0	0	2	2
ENSG00000269954	0	4	0	1	2	0
ENSG00000269955	0	0	0	0	0	0
ENSG00000269956	0	0	0	0	0	0
ENSG00000269957	0	0	0	1	0	0
ENSG00000269958	37	49	69	92	73	69
ENSG00000269959	1	0	0	1	1	0
ENSG00000269961	2	0	1	4	0	7
ENSG00000269964	0	0	0	0	0	0
ENSG00000269966	0	0	0	0	0	0
ENSG00000269967	0	0	0	0	0	0
ENSG00000269968	0	0	0	0	0	0
ENSG00000269970	1	5	0	0	4	1
ENSG00000269971	0	0	0	0	0	1
ENSG00000269972	0	0	0	0	0	0
ENSG00000269973	30	32	18	13	18	20
ENSG00000269976	4	0	1	0	0	2
ENSG00000269978	0	0	0	0	0	0
ENSG00000269980	0	0	0	0	0	0
ENSG00000269981	0	0	0	0	0	0
ENSG00000269982	0	0	0	0	0	0
ENSG00000269983	0	1	0	0	0	0
ENSG00000269984	1	0	0	1	0	0
ENSG00000269985	0	0	0	0	0	0
ENSG00000269986	0	0	0	0	0	0
ENSG00000269987	0	0	0	0	0	1
ENSG00000269989	0	0	0	0	0	0
ENSG00000269993	0	0	0	0	0	0
ENSG00000269994	0	0	0	0	0	0
ENSG00000269997	1	0	3	2	0	0
ENSG00000270000	2	1	6	2	2	3
ENSG00000270001	0	0	1	1	5	4
ENSG00000270002	0	0	0	0	0	0
ENSG00000270006	4	9	0	7	4	3
ENSG00000270008	0	0	0	0	0	0
ENSG00000270011	0	0	0	0	1	0
ENSG00000270012	6	2	2	13	2	4
ENSG00000270016	0	0	0	0	0	0
ENSG00000270017	0	0	0	0	0	0
ENSG00000270019	4	0	0	0	0	0
ENSG00000270020	0	0	0	0	1	0
ENSG00000270021	4	7	1	7	2	8
ENSG00000270022	0	0	0	1	0	1
ENSG00000270025	0	0	0	0	0	0
ENSG00000270030	0	0	0	0	0	0
ENSG00000270031	0	0	0	1	0	0
ENSG00000270035	0	0	0	0	0	0
ENSG00000270036	1	0	8	0	2	0
ENSG00000270038	1	0	2	0	3	3
ENSG00000270039	4	5	3	3	4	3
ENSG00000270040	0	0	0	0	0	0
ENSG00000270048	0	0	0	1	0	0
ENSG00000270049	8	10	7	14	12	1
ENSG00000270050	0	1	0	0	0	0
ENSG00000270052	0	0	0	0	0	0
ENSG00000270055	13	14	8	21	11	18
ENSG00000270059	0	0	0	0	0	0
ENSG00000270060	0	0	1	0	1	0
ENSG00000270061	0	0	0	0	0	0
ENSG00000270062	0	0	0	1	6	1
ENSG00000270066	0	0	0	0	0	0
ENSG00000270068	0	0	0	0	0	0
ENSG00000270069	46	34	41	67	54	77
ENSG00000270071	0	0	0	0	0	0
ENSG00000270072	0	0	0	0	0	0
ENSG00000270073	0	0	0	0	0	0
ENSG00000270074	0	0	0	0	0	0
ENSG00000270075	0	0	1	0	0	0
ENSG00000270076	2	0	0	2	1	1
ENSG00000270077	0	0	0	0	0	0
ENSG00000270082	0	0	0	0	0	0
ENSG00000270083	1	0	0	6	0	3
ENSG00000270084	4	1	4	4	3	4
ENSG00000270087	0	0	0	0	0	0
ENSG00000270090	0	0	0	0	0	0
ENSG00000270091	1	0	1	5	4	3
ENSG00000270094	1	0	0	0	0	0
ENSG00000270095	0	0	0	0	1	0
ENSG00000270096	0	0	2	2	2	1
ENSG00000270098	0	0	0	0	0	0
ENSG00000270099	0	0	0	0	0	0
ENSG00000270100	0	0	0	0	0	0
ENSG00000270103	0	0	0	0	0	0
ENSG00000270104	0	0	0	0	0	0
ENSG00000270105	0	0	0	0	0	0
ENSG00000270106	0	0	0	0	0	0
ENSG00000270108	6	3	0	2	13	11
ENSG00000270110	0	0	0	0	0	0
ENSG00000270111	0	0	0	1	0	0
ENSG00000270112	0	0	0	1	0	0
ENSG00000270114	0	0	0	0	0	0
ENSG00000270115	0	0	0	0	0	0
ENSG00000270116	2	2	2	0	1	0
ENSG00000270117	0	0	0	0	0	0
ENSG00000270118	0	0	0	0	0	0
ENSG00000270120	0	0	0	0	0	0
ENSG00000270123	0	0	0	0	0	0
ENSG00000270124	9	17	6	7	2	7
ENSG00000270127	1	1	1	8	2	3
ENSG00000270130	4	1	0	0	0	0
ENSG00000270131	0	0	0	0	0	0
ENSG00000270133	0	0	0	0	0	0
ENSG00000270135	0	0	0	0	0	0
ENSG00000270136	0	0	0	0	0	0
ENSG00000270137	0	0	3	0	2	0
ENSG00000270139	0	0	0	0	0	0
ENSG00000270140	0	0	0	0	0	0
ENSG00000270141	0	0	0	2	1	1
ENSG00000270147	0	0	0	0	1	0
ENSG00000270149	0	0	0	0	0	0
ENSG00000270154	0	0	2	0	0	2
ENSG00000270157	12	8	7	4	10	5
ENSG00000270159	0	0	0	0	0	0
ENSG00000270164	0	0	0	0	0	0
ENSG00000270165	0	1	0	3	1	0
ENSG00000270166	0	3	2	3	3	4
ENSG00000270170	164	200	160	198	137	270
ENSG00000270171	0	0	0	0	0	0
ENSG00000270174	0	0	0	0	0	0
ENSG00000270175	5	3	14	7	5	9
ENSG00000270177	3	4	0	6	2	6
ENSG00000270178	0	0	0	0	0	1
ENSG00000270179	1	0	2	1	0	2
ENSG00000270181	0	0	0	0	0	0
ENSG00000270182	0	0	0	2	0	0
ENSG00000270184	0	0	1	0	0	0
ENSG00000270185	0	0	0	0	0	0
ENSG00000270187	0	0	0	0	0	0
ENSG00000270188	0	0	1	3	1	0
ENSG00000270190	2	0	0	3	0	0
ENSG00000270191	0	0	0	0	0	0
ENSG00000270192	0	0	0	0	0	1
ENSG00000270193	0	0	0	0	0	0
ENSG00000270194	35	47	33	87	66	72
ENSG00000270195	3	0	3	15	7	6
ENSG00000270196	0	0	0	0	0	0
ENSG00000270200	0	0	0	0	0	0
ENSG00000270202	0	0	0	0	0	0
ENSG00000270204	0	0	0	0	0	0
ENSG00000270207	0	0	0	0	0	1
ENSG00000270209	0	0	0	0	0	0
ENSG00000270210	1	1	0	1	1	2
ENSG00000270212	0	0	0	0	0	1
ENSG00000270218	0	0	0	0	1	0
ENSG00000270222	0	0	0	0	0	0
ENSG00000270225	1	3	3	2	0	6
ENSG00000270226	0	0	0	0	0	0
ENSG00000270228	0	0	1	0	0	0
ENSG00000270230	0	0	0	1	0	1
ENSG00000270231	118	115	122	281	143	191
ENSG00000270232	2	0	0	0	0	0
ENSG00000270234	0	0	0	0	0	0
ENSG00000270236	2	3	4	1	4	2
ENSG00000270240	0	0	0	1	0	0
ENSG00000270241	0	0	0	0	0	0
ENSG00000270242	0	0	0	0	0	0
ENSG00000270243	0	0	0	0	0	0
ENSG00000270244	1	0	0	0	0	0
ENSG00000270248	0	0	1	3	10	7
ENSG00000270249	0	0	0	0	0	0
ENSG00000270251	0	0	0	0	0	0
ENSG00000270252	0	0	0	0	0	0
ENSG00000270255	0	0	0	0	0	0
ENSG00000270257	0	0	0	0	0	0
ENSG00000270258	0	0	0	0	0	1
ENSG00000270259	0	1	0	0	0	0
ENSG00000270264	4	7	8	9	1	7
ENSG00000270265	0	0	0	0	0	0
ENSG00000270268	0	0	0	0	0	0
ENSG00000270269	0	0	0	0	0	0
ENSG00000270270	0	0	0	0	0	0
ENSG00000270273	0	0	0	0	0	0
ENSG00000270275	0	0	0	0	0	0
ENSG00000270276	0	0	0	0	0	1
ENSG00000270277	6	0	0	3	1	1
ENSG00000270279	0	0	0	0	0	0
ENSG00000270280	0	0	0	0	0	0
ENSG00000270281	0	0	0	0	0	0
ENSG00000270282	0	0	0	0	2	0
ENSG00000270285	0	0	0	0	0	0
ENSG00000270287	1	0	0	0	0	0
ENSG00000270289	0	0	0	0	0	0
ENSG00000270292	1	0	0	0	1	0
ENSG00000270293	0	0	0	0	0	0
ENSG00000270294	13	14	20	13	18	10
ENSG00000270296	0	0	0	0	1	0
ENSG00000270299	0	0	0	0	0	0
ENSG00000270300	0	0	0	0	0	0
ENSG00000270301	0	0	0	0	0	0
ENSG00000270302	0	0	0	0	0	0
ENSG00000270304	1	0	4	2	0	1
ENSG00000270306	0	0	0	0	0	0
ENSG00000270307	4	1	1	3	4	5
ENSG00000270308	0	0	0	0	0	0
ENSG00000270313	0	0	0	0	0	0
ENSG00000270314	0	0	0	0	0	0
ENSG00000270316	0	0	0	0	0	0
ENSG00000270317	0	0	0	0	0	0
ENSG00000270318	0	0	0	0	0	0
ENSG00000270321	0	0	0	0	0	0
ENSG00000270322	0	0	0	0	0	0
ENSG00000270323	0	0	0	0	0	0
ENSG00000270324	0	0	0	0	0	0
ENSG00000270325	0	0	0	0	0	0
ENSG00000270326	0	0	0	0	0	0
ENSG00000270328	0	0	0	0	0	0
ENSG00000270330	2	1	2	1	0	3
ENSG00000270332	0	0	2	0	0	0
ENSG00000270333	1	0	0	0	0	1
ENSG00000270335	2	1	4	2	9	4
ENSG00000270336	0	0	0	0	0	0
ENSG00000270339	0	0	0	1	0	0
ENSG00000270342	0	0	0	0	0	0
ENSG00000270343	0	0	0	0	0	0
ENSG00000270344	6	10	6	9	6	1
ENSG00000270347	0	1	0	0	0	0
ENSG00000270350	0	0	0	1	0	0
ENSG00000270352	0	0	0	0	0	0
ENSG00000270354	0	0	0	0	0	0
ENSG00000270356	0	0	0	0	0	0
ENSG00000270359	0	0	0	0	0	0
ENSG00000270361	0	0	0	0	0	1
ENSG00000270362	10	11	10	7	3	16
ENSG00000270367	0	1	0	0	0	0
ENSG00000270369	0	0	0	0	0	0
ENSG00000270371	0	0	0	0	0	0
ENSG00000270372	0	0	0	0	0	0
ENSG00000270377	0	0	0	0	0	0
ENSG00000270378	0	0	0	0	0	0
ENSG00000270379	0	0	0	0	0	0
ENSG00000270380	0	0	0	0	0	0
ENSG00000270381	0	0	0	0	0	0
ENSG00000270382	0	0	0	1	1	1
ENSG00000270384	0	0	0	0	0	0
ENSG00000270385	0	0	0	0	0	1
ENSG00000270387	0	0	0	0	0	0
ENSG00000270388	1	1	3	4	1	1
ENSG00000270390	0	0	0	0	0	0
ENSG00000270392	0	0	0	0	1	0
ENSG00000270393	0	0	0	0	0	0
ENSG00000270394	0	0	0	0	0	1
ENSG00000270395	0	0	0	0	0	0
ENSG00000270397	0	0	0	0	0	0
ENSG00000270400	0	0	0	0	1	0
ENSG00000270401	0	0	0	0	0	0
ENSG00000270402	0	0	0	0	0	0
ENSG00000270403	0	0	0	0	0	0
ENSG00000270405	37	46	13	28	17	37
ENSG00000270409	0	0	0	0	0	0
ENSG00000270411	0	0	1	0	1	0
ENSG00000270412	0	1	0	3	0	1
ENSG00000270413	1	0	0	0	1	0
ENSG00000270415	0	0	0	0	0	0
ENSG00000270416	0	0	0	0	0	0
ENSG00000270419	3	0	3	8	1	3
ENSG00000270421	0	0	0	0	0	0
ENSG00000270422	0	0	0	0	0	0
ENSG00000270423	0	0	0	0	0	0
ENSG00000270424	0	0	0	0	2	0
ENSG00000270425	0	0	0	0	0	0
ENSG00000270426	0	3	1	0	0	0
ENSG00000270427	0	0	0	0	0	0
ENSG00000270429	0	0	0	0	0	0
ENSG00000270430	0	0	0	0	0	0
ENSG00000270431	0	0	1	1	0	0
ENSG00000270432	0	0	0	0	0	0
ENSG00000270433	0	0	0	0	0	0
ENSG00000270434	0	0	0	0	0	0
ENSG00000270435	0	0	0	0	0	0
ENSG00000270437	0	0	0	0	0	0
ENSG00000270440	0	0	0	0	0	0
ENSG00000270441	0	0	0	1	0	0
ENSG00000270442	7	6	17	8	7	10
ENSG00000270443	0	0	0	0	0	0
ENSG00000270444	1	0	0	0	0	0
ENSG00000270445	0	0	0	0	0	0
ENSG00000270446	0	0	0	0	0	0
ENSG00000270447	0	0	0	0	0	0
ENSG00000270449	0	1	0	0	1	1
ENSG00000270450	0	0	0	0	0	0
